标题,户型,面积,楼层,建造年份,单价,总价,关键字,地址,详情页地址
藏龙岛 汤逊湖河畔 XI缺花园洋房 精装品牌 居家之选！满二,3室2厅,130m²,低层(共6层),2013年建造,15000元/m²,195万,拎包入住配套成熟品质小区,当代卡梅尔小镇  江夏-藏龙岛-杨桥湖大道10号,https://wuhan.anjuke.com/prop/view/A1861023837?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c88a8.30415240&position=2425&kwtype=filter&now_time=1571040954
协和医院对面武广世贸旁天瑞国际精装稀有两房采光好有钥匙随时看,2室1厅,59m²,高层(共30层),2004年建造,19651元/m²,116万,,天瑞国际  江汉-万松园-武展东路特1号,https://wuhan.anjuke.com/prop/view/A1868582343?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c8918.21078007&position=2426&kwtype=filter&now_time=1571040954
老证税低  全屋欧式装修 解放大道轻轨旁经典户型 现代城二区,2室2厅,95m²,高层(共18层),2015年建造,20541元/m²,196万,近地铁配套成熟繁华地段,百步亭现代城二区  江岸-百步亭-百花路,https://wuhan.anjuke.com/prop/view/A1856760735?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c8975.75406296&position=2427&kwtype=filter&now_time=1571040954
近地铁 水晶丽都精装大两房 中层 采光好 拎包入住,2室2厅,76m²,低层(共28层),2013年建造,15451元/m²,118万,,天纵水晶郦都  江夏-东湖高新-光谷一路,https://wuhan.anjuke.com/prop/view/A1821559269?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c89e9.66589453&position=2428&kwtype=filter&now_time=1571040954
7号线低于市场价10万的小三房，95平仅售100万，诚意出售,3室2厅,95m²,共3层,2016年建造,10526元/m²,100万,南北通透环境优美,恒达盘龙湾荷苑  黄陂-盘龙城-盘龙大道48号,https://wuhan.anjuke.com/prop/view/A1866188145?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c8a46.71993212&position=2429&kwtype=filter&now_time=1571040954
（地铁口（小一室 70年产权 出~租自住均可）百步亭幸福时代,1室1厅,42m²,高层(共32层),2013年建造,18571元/m²,78万,近地铁南北通透环境优美,幸福时代  江岸-百步亭-新益街135号,https://wuhan.anjuke.com/prop/view/A1851213189?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c8ab8.24003541&position=2430&kwtype=filter&now_time=1571040954
汉口CBD 尊享奢华 体验一线湖景豪宅 高端群体 配套齐全,4室2厅,156m²,高层(共19层),2016年建造,33244元/m²,518.6万,新房房源近地铁配套成熟,CBD楚世家  江汉-北湖-建设大道181号,https://wuhan.anjuke.com/prop/view/A1851062349?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c8b23.21575716&position=2431&kwtype=filter&now_time=1571040954
福星华府 毛坯朝南两房 对口大兴路小学 老证税少 随时看房,2室2厅,92m²,高层(共45层),2016年建造,18261元/m²,168万,近地铁配套成熟品质小区,福星华府(东区)  江汉-杨汊湖-新湾路75号,https://wuhan.anjuke.com/prop/view/A1860188565?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c8b84.24546858&position=2432&kwtype=filter&now_time=1571040954
换房诚心出售 地铁旁 当代卡梅尔小镇 电梯12楼135万精装,2室2厅,88m²,中层(共24层),2012年建造,15306元/m²,135万,近地铁环境优美品质小区,当代卡梅尔小镇  江夏-藏龙岛-杨桥湖大道10号,https://wuhan.anjuke.com/prop/view/A1862112585?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c8bf2.99468652&position=2433&kwtype=filter&now_time=1571040954
终于告别假房源，光谷核心金地中心城，中层通透三房，看房找小朱,3室2厅,113m²,高层(共33层),2008年建造,19746元/m²,225万,近地铁近学校南北通透,金地中心城东区  洪山-关西-雄楚大道908号,https://wuhan.anjuke.com/prop/view/A1869681675?from=filter-saleMetro-salesxq&spread=commsearch_p&uniqid=pc5da42eba3c8d05.62342454&position=2434&kwtype=filter&now_time=1571040954
房东自住品牌装修因工作调动底价出售，低于市场价，家具家电全送,4室2厅,157m²,低层(共31层),2014年建造,10510元/m²,165万,南北通透双阳台近地铁,毛坦港湾A区  洪山-白沙洲-烽胜路,https://wuhan.anjuke.com/prop/view/A1856105715?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c8d85.75812697&position=2435&kwtype=filter&now_time=1571040954
泛海国际樱海园 158平515万老证毛坯三室两厅两卫,3室2厅,158m²,高层(共32层),2013年建造,32595元/m²,515万,近地铁南北通透繁华地段,泛海国际居住区樱海园  江汉-王家墩CBD-云霞路199号,https://wuhan.anjuke.com/prop/view/A1842522429?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c8e54.10252387&position=2436&kwtype=filter&now_time=1571040954
毛坯大三房 带储物间 中间层 老证 看房及时联系我 谢谢！,3室2厅,102m²,高层(共6层),2010年建造,11275元/m²,115万,近学校三房朝南大平层,东方夏威夷国际花园  蔡甸-天鹅湖大道-博艺路,https://wuhan.anjuke.com/prop/view/A1870225203?from=filter-salesxq&spread=commsearch_p&uniqid=pc5da42eba3c8ec1.18533547&position=2437&kwtype=filter&now_time=1571040954
南北通透 户型超正 文华星城123平 双阳台近地铁,3室2厅,123m²,中层(共34层),2017年建造,13765元/m²,170万,两房朝南南北通透近地铁,"中建文华星城  江夏-文化大道-文化大道,近红旗街",https://wuhan.anjuke.com/prop/view/A1861848759?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c8f39.86979077&position=2438&kwtype=filter&now_time=1571040954
时代天骄精致小户型 东南朝向晒场好 超低总价月租金1800,1室,25m²,低层(共28层),2008年建造,25600元/m²,64万,近地铁近学校,时代天骄  硚口-宝丰-宝丰一路,https://wuhan.anjuke.com/prop/view/A1838935353?from=filter-saleMetro-salesxq&spread=commsearch_p&uniqid=pc5da42eba3c8fa6.69842344&position=2439&kwtype=filter&now_time=1571040954
地丨铁丨房 带华师学位（毛坯单价14700）精装三房 好楼层,3室2厅,110m²,中层(共28层),2019年建造,14700元/m²,161.7万,新房房源近地铁配套成熟,美联奥林匹克花园五期  东西湖-常青花园-奥园西路2号,https://wuhan.anjuke.com/prop/view/A1844349285?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9003.82215495&position=2440&kwtype=filter&now_time=1571040954
因工作调动 出售地铁口 花园式住宅 通亮精装三房 随时可看房,3室2厅,89m²,低层(共33层),2018年建造,13114元/m²,117万,主卧朝南小户型厅带阳台,中国核建锦城  蔡甸-蔡甸城区-汉阳大道,https://wuhan.anjuke.com/prop/view/A1865194689?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9075.27731010&position=2441&kwtype=filter&now_time=1571040954
汉阳区政府旁 十里新城 经典三房 210万 随时看！,3室2厅,97m²,高层(共32层),2015年建造,21649元/m²,210万,近地铁南北通透环境优美,中大十里新城  汉阳-王家湾-墨水湖北路,https://wuhan.anjuke.com/prop/view/A1869413097?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c90d6.42992200&position=2442&kwtype=filter&now_time=1571040954
6号地铁口 汉口花园五期 精装一居室 65平110 送院子,1室2厅,65m²,低层(共11层),2009年建造,16923元/m²,110万,安全性高品质小区低密度,汉口花园5期  江岸-后湖-潇湘路56号,https://wuhan.anjuke.com/prop/view/A1863691743?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9140.57215347&position=2443&kwtype=filter&now_time=1571040954
央企开发，自持物业，刚需户型（对口学qu）背靠龙阳湖，升Z大,2室2厅,74m²,低层(共34层),2016年建造,17293元/m²,128万,环境优美素质住户品质小区,保利香颂  汉阳-升官渡-四新大道,https://wuhan.anjuke.com/prop/view/A1861635279?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c91b2.69104991&position=2444&kwtype=filter&now_time=1571040954
夯 地铁口单价13000，朝南两房，证满二税费低，随时可看房,2室2厅,92m²,中层(共32层),2014年建造,12973元/m²,120万,素质住户繁华地段品质小区,南车花园  江夏-文化大道-大花岭街,https://wuhan.anjuke.com/prop/view/A1823459421?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9215.90557790&position=2445&kwtype=filter&now_time=1571040954
解放大道 满五唯一 新上好房 锦湖金利二期 精装两室 好房子,2室2厅,89m²,中层(共30层),2012年建造,14831元/m²,132万,近地铁配套成熟品质小区,锦湖金利花园  江岸-百步亭-解放大道2082号,https://wuhan.anjuke.com/prop/view/A1866723933?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c9285.31695678&position=2446&kwtype=filter&now_time=1571040954
急 急 急!地铁口 歌林花园 居住两相宜,2室2厅,91m²,高层(共18层),2014年建造,11429元/m²,104万,,歌林花园  黄陂-盘龙城-巨龙大道159号,https://wuhan.anjuke.com/prop/view/A1839840303?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c92e9.80260253&position=2447&kwtype=filter&now_time=1571040954
鑫海花城 单价不到一万 还无税 有钥匙 可以随时看,3室1厅,106m²,中层(共6层),2008年建造,9842元/m²,105万,近学校配套成熟繁华地段,鑫海花城东区  东西湖-吴家山-三店中路,https://wuhan.anjuke.com/prop/view/A1862934933?from=filter-salesxq&spread=commsearch_p&uniqid=pc5da42eba3c93c8.85422331&position=2448&kwtype=filter&now_time=1571040954
街道口 近地铁 中南商圈 街道口商圈 武汉小学分校,2室2厅,83m²,中层(共32层),2013年建造,23242元/m²,195万,近地铁配套成熟交通便利,岭地金居  武昌-丁字桥-石牌岭路80号,https://wuhan.anjuke.com/prop/view/A1867800117?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c9432.40866330&position=2449&kwtype=filter&now_time=1571040954
正地铁口 中核时代广场 中高层 对口国博三小 钥匙在手,3室2厅,121m²,低层(共34层),2016年建造,14865元/m²,180万,近地铁繁华地段品质小区,中核时代广场  汉阳-四新-江城大道,https://wuhan.anjuke.com/prop/view/A1866330651?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c94a3.86385810&position=2450&kwtype=filter&now_time=1571040954
金地澜菲溪岸 南北通透三房 东边户 精装修 采光好视野好,3室2厅,88m²,高层(共33层),2017年建造,17946元/m²,158万,配套成熟环境优美交通便利,金地澜菲溪岸J8地块  汉阳-四新-梅林西路,https://wuhan.anjuke.com/prop/view/A1859763351?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9500.17732842&position=2451&kwtype=filter&now_time=1571040954
地铁8号线 融创公园二期 毛坯大两房 无贷款 诚心出售随时看,2室2厅,82m²,中层(共32层),2016年建造,19512元/m²,160万,配套成熟交通便利品质小区,融创公园壹号(二期)  江岸-后湖-塔子湖东路,https://wuhan.anjuke.com/prop/view/A1869018429?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9577.98399858&position=2452&kwtype=filter&now_time=1571040954
（真实）双地铁园林路柴 林新村 单价14500奥山世纪城两房,2室2厅,79m²,高层(共7层),2003年建造,14557元/m²,115万,近地铁配套成熟繁华地段,柴林新村  青山-余家头-友谊大道,https://wuhan.anjuke.com/prop/view/A1864689375?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c95d2.32587012&position=2453&kwtype=filter&now_time=1571040954
甩卖126街 中装无税 南北通透 直接拎包入住 房东诚心出售,2室1厅,73m²,低层(共7层),2001年建造,17123元/m²,125万,近学校,钢都花园126街坊  青山-余家头-友谊大道737号,https://wuhan.anjuke.com/prop/view/A1868579211?from=filter-salesxq&spread=commsearch_p&uniqid=pc5da42eba3c9648.95722751&position=2454&kwtype=filter&now_time=1571040954
琴台大道  鑫瑞小城故事  两房一厅 精装修 老证,2室1厅,61m²,高层(共15层),2008年建造,16066元/m²,98万,两房朝南配套成熟交通便利,鑫瑞小城故事  汉阳-王家湾-玉龙路,https://wuhan.anjuke.com/prop/view/A1864938819?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c96a2.85398919&position=2455&kwtype=filter&now_time=1571040954
硚口2008城市花园，新上一梯两户南北通透户型，老证无税急售,3室2厅,126m²,低层(共6层),2008年建造,12937元/m²,163万,近地铁近学校南北通透,2008城市花园  硚口-古田-长丰大道99号,https://wuhan.anjuke.com/prop/view/A1848121005?from=filter-saleMetro-salesxq&spread=commsearch_p&uniqid=pc5da42eba3c9716.76881592&position=2456&kwtype=filter&now_time=1571040954
急售 新恒大华府经典大两房 豪装 满2 中间楼层 业主诚心卖,2室2厅,95m²,高层(共30层),2012年建造,22105元/m²,210万,,新世界恒大华府  洪山-珞瑜东路-光谷一路10号,https://wuhan.anjuke.com/prop/view/A1849429677?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9782.44416983&position=2457&kwtype=filter&now_time=1571040954
二七路东立国际全新装修小户型，带中央空调地暖，自住出租两不误,1室1厅,42m²,中层(共18层),2007年建造,23173元/m²,98万,近地铁安全性高繁华地段,东立国际  江岸-二七路-工农兵路152号,https://wuhan.anjuke.com/prop/view/A1833486321?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42eba3c97e9.47065872&position=2458&kwtype=filter&now_time=1571040954
金地中心城 精装三房 南北通透 满二税少 诚心卖,3室2厅,116m²,高层(共33层),2012年建造,18392元/m²,215万,配套成熟交通便利繁华地段,金地中心城西区  洪山-关西-雄楚大道908号,https://wuhan.anjuke.com/prop/view/A1854551451?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c9858.44329464&position=2459&kwtype=filter&now_time=1571040954
沿海翡丽公馆，大三房，带100平大露台，单价一万二随时看房,3室2厅,110m²,低层(共32层),2016年建造,11935元/m²,132万,,沿海赛洛城六期  东西湖-吴家山-金北一路,https://wuhan.anjuke.com/prop/view/A1856007363?from=filter&spread=commsearch_p&uniqid=pc5da42eba3c98b3.01895256&position=2460&kwtype=filter&now_time=1571040954
老证有钥匙 硚口轻轨同馨花园旁葛洲坝城市花园 精装四房好户型,4室2厅,137m²,低层(共29层),2014年建造,31533元/m²,432万,近地铁两房朝南位置安静,葛洲坝城市花园  硚口-宝丰-硚口路158号,https://wuhan.anjuke.com/prop/view/A1865862039?from=filter-saleMetro&spread=commsearch_p&uniqid=pc5da42ee96fcfb3.55358183&position=2461&kwtype=filter&now_time=1571041001
首付50万 财大学校旁光谷自由城 南北通透精装大三房 满二年,3室2厅,120m²,高层(共18层),2015年建造,15833元/m²,190万,南北通透环境优美素质住户,光谷自由城  洪山-光谷软件园-水蓝路,https://wuhan.anjuke.com/prop/view/A1816632363?from=filter&spread=commsearch_p&uniqid=pc5da42ee96fd2d9.75427172&position=2462&kwtype=filter&now_time=1571041001
瑞府，高品质小区，花园中间，高层，南北通透，诚心卖，带水暖,3室2厅,124m²,高层(共45层),2018年建造,22419元/m²,278万,近地铁繁华地段品质小区,大华铂金瑞府  青山-余家头-园林路15号,https://wuhan.anjuke.com/prop/view/A1864722693?from=filter&spread=commsearch_p&uniqid=pc5da42ee96fd392.45953120&position=2463&kwtype=filter&now_time=1571041001
汉阳四新金地澜菲溪岸不临3环3室两厅一卫 毛坯 老证 房东稳,3室2厅,91m²,中层(共34层),2013年建造,16705元/m²,153万,全南户型视野好品质小区,"金地澜菲溪岸J6地块  汉阳-四新-梅林西路,近芳草五街",https://wuhan.anjuke.com/prop/view/A1788515049?from=filter&spread=commsearch_p&uniqid=pc5da42ee96fd414.99659966&position=2464&kwtype=filter&now_time=1571041001
力推 您的选择绝不会错 高端轻奢风格 这套就合适您的格调,3室2厅,117m²,中层(共33层),2017年建造,12111元/m²,142万,素质住户安全性高品质小区,中国核建锦城  蔡甸-蔡甸城区-汉阳大道,https://wuhan.anjuke.com/prop/view/A1865176509?from=filter&spread=commsearch_p&uniqid=pc5da42ee96fd497.69192026&position=2465&kwtype=filter&now_time=1571041001
